Nome: NOVA VENECIA
Codigo Estacao: A623
Latitude: -18.69527777
Longitude: -40.39055555
Altitude: 156.02
Situacao: Fechada
Data Inicial: 2010-01-01
Data Final: 2023-05-15
Periodicidade da Medicao: Diaria

Data Medicao;PRECIPITACAO TOTAL, DIARIO (AUT)(mm);TEMPERATURA MEDIA, DIARIA (AUT)(°C);
2010-04-30;1,6;23,6;
2010-05-01;2,4;22,6;
2010-05-02;,2;23;
2010-05-03;1,2;22,5;
2010-05-04;,2;21,3;
2010-05-05;0;22,3;
2010-05-06;0;23,8;
2010-05-07;0;25,2;
2010-05-08;0;24,8;
2010-05-09;0;25;
2010-05-10;2,4;21,3;
2010-05-11;3,6;19,9;
2010-05-12;17,2;21,7;
2010-05-13;0;24,7;
2010-05-14;0;22,8;
2010-05-15;0;21,7;
2010-05-16;0;22,6;
2010-05-17;0;23,3;
2010-05-18;0;22;
2010-05-19;0;22,1;
2010-05-20;0;22,7;
2010-05-21;0;24,3;
2010-05-22;0;24,2;
2010-05-23;,2;24,3;
2010-05-24;0;24,2;
2010-05-25;0;24,2;
2010-05-26;,4;24;
2010-05-27;0;22,2;
2010-05-28;0;22,8;
2010-05-29;0;21,2;
2010-05-30;,2;22,2;
2010-05-31;0;24,6;
2010-06-01;0;20,9;
2010-06-02;,8;19,7;
2010-06-03;0;20,3;
2010-06-04;,2;20,4;
2010-06-05;,2;21,7;
2010-06-06;0;21,2;
2010-06-07;0;19,8;
2010-06-08;0;20,7;
2010-06-09;0;20,3;
2010-06-10;0;21,3;
2010-06-11;,2;21,1;
2010-06-12;0;20,3;
2010-06-13;0;18,5;
2010-06-14;0;19,5;
2010-06-15;0;19,5;
2010-06-16;0;19,7;
2010-06-17;0;19,9;
2010-06-18;,2;19,9;
2010-06-19;0;20;
2010-06-20;0;22,4;
2010-06-21;,2;23,3;
2010-06-22;0;24,2;
2010-06-23;0;21,5;
2010-06-24;1,6;21;
2010-06-25;0;21,4;
2010-06-26;0;19,9;
2010-06-27;,4;20,9;
2010-06-28;,8;21,9;
2010-06-29;0;21,7;
2010-06-30;0;20,7;
2010-07-01;0;21,4;
2010-07-02;0;20,3;
2010-07-03;0;19,9;
2010-07-04;2,8;20;
2010-07-05;6,6;20,3;
2010-07-06;1,6;20,7;
2010-07-07;,2;20,2;
2010-07-08;0;21,2;
2010-07-09;0;22,3;
2010-07-10;6,4;22,1;
2010-07-11;3,2;21,7;
2010-07-12;,6;22;
2010-07-13;,4;23,2;
2010-07-14;0;23,8;
2010-07-15;0;22,8;
2010-07-16;1,4;22,4;
2010-07-17;,2;20,6;
2010-07-18;4,2;20,3;
2010-07-19;21,2;19,4;
2010-07-20;,2;19,7;
2010-07-21;0;20,1;
2010-07-22;1,4;20,7;
2010-07-23;,4;22,1;
2010-07-24;,2;21,1;
2010-07-25;5,8;20,6;
2010-07-26;2,6;20,8;
2010-07-27;3;21,7;
2010-07-28;0;22,2;
2010-07-29;5,6;20,2;
2010-07-30;6,4;19,4;
2010-07-31;0;20,2;
2010-08-01;0;20,2;
2010-08-02;0;20,5;
2010-08-03;,2;20,8;
2010-08-04;0;21,4;
2010-08-05;0;21,1;
2010-08-06;,2;21,2;
2010-08-07;0;21,3;
2010-08-08;0;21,3;
2010-08-09;0;22,4;
2010-08-10;0;21,7;
2010-08-11;0;20,6;
2010-08-12;0;19,6;
2010-08-13;0;20,2;
2010-08-14;0;20,2;
2010-08-15;0;19,7;
2010-08-16;,8;17,6;
2010-08-17;,2;18,6;
2010-08-18;0;17,3;
2010-08-19;0;18,2;
2010-08-20;0;20,5;
2010-08-21;0;19,8;
2010-08-22;0;20;
2010-08-23;0;20,5;
2010-08-24;,2;21;
2010-08-25;,4;22,4;
2010-08-26;0;22,1;
2010-08-27;0;23,3;
2010-08-28;0;22,8;
2010-08-29;0;22,6;
2010-08-30;0;22,3;
2010-08-31;1,8;22,6;
2010-09-01;0;21,6;
2010-09-02;0;22,4;
2010-09-03;0;22,3;
2010-09-04;0;22;
2010-09-05;0;23;
2010-09-06;0;23,1;
2010-09-07;0;22,7;
2010-09-08;0;22,7;
2010-09-09;1,4;21,2;
2010-09-10;0;20,2;
2010-09-11;0;19,7;
2010-09-12;,2;20,4;
2010-09-13;1;19,9;
2010-09-14;0;21,8;
2010-09-15;0;22,3;
2010-09-16;0;23,4;
2010-09-17;0;23,4;
2010-09-18;0;23,7;
2010-09-19;0;21,9;
2010-09-20;0;21,6;
2010-09-21;10,2;21;
2010-09-22;1,8;22,5;
2010-09-23;0;22,8;
2010-09-24;0;21,6;
2010-09-25;2,4;23,7;
2010-09-26;0;23,3;
2010-09-27;,8;23,4;
2010-09-28;0;24,4;
2010-09-29;0;25,9;
2010-09-30;0;27,1;
2010-10-01;0;26,3;
2010-10-02;0;25,8;
2010-10-03;0;24,3;
2010-10-04;0;21,9;
2010-10-05;0;24,3;
2010-10-06;0;24,7;
2010-10-07;0;25,5;
2010-10-08;0;27;
2010-10-09;0;24,6;
2010-10-10;0;22,5;
2010-10-11;0;21,7;
2010-10-12;15,8;18,9;
2010-10-13;,4;19,6;
2010-10-14;0;20,7;
2010-10-15;,4;21,7;
2010-10-16;4,8;24,9;
2010-10-17;0;24,8;
2010-10-18;0;25,8;
2010-10-19;10,8;21,7;
2010-10-20;2,2;20,6;
2010-10-21;0;23,1;
2010-10-22;0;23,7;
2010-10-23;0;23,4;
2010-10-24;0;25,2;
2010-10-25;0;25,7;
2010-10-26;0;24,8;
2010-10-27;29,4;23,1;
2010-10-28;2,2;22,6;
2010-10-29;0;24,1;
2010-10-30;,4;26,5;
2010-10-31;0;26,8;
2010-11-01;0;26,8;
2010-11-02;2,6;22,4;
2010-11-03;51,2;21,1;
2010-11-04;3,8;22,7;
2010-11-05;0;23,8;
2010-11-06;34;25,9;
2010-11-07;1,4;23;
2010-11-08;26,8;23,5;
2010-11-09;11,4;25;
2010-11-10;0;25,3;
2010-11-11;0;24,6;
2010-11-12;5,8;22,3;
2010-11-13;,2;22;
2010-11-14;0;21;
2010-11-15;3;20,1;
2010-11-16;10;21,9;
2010-11-17;8,6;23,9;
2010-11-18;3,8;24,9;
2010-11-19;,2;26,8;
2010-11-20;0;26,9;
2010-11-21;0;25,9;
2010-11-22;0;25,6;
2010-11-23;11,6;24,1;
2010-11-24;37,2;23,8;
2010-11-25;2,4;23,8;
2010-11-26;71,6;25;
2010-11-27;0;24,4;
2010-11-28;0;24,1;
2010-11-29;6,2;24,5;
2010-11-30;0;25,2;
2010-12-01;5,8;25,6;
2010-12-02;0;25,6;
2010-12-03;0;25,5;
2010-12-04;0;24,3;
2010-12-05;0;26;
2010-12-06;0;25,8;
2010-12-07;0;26,1;
2010-12-08;23,6;25,5;
2010-12-09;1,2;26,1;
2010-12-10;,8;25,8;
2010-12-11;0;24,7;
2010-12-12;0;25,2;
2010-12-13;0;26,8;
2010-12-14;0;26,4;
2010-12-15;0;26,8;
2010-12-16;0;26,7;
2010-12-17;1,4;25,4;
2010-12-18;0;25,3;
2010-12-19;0;25,2;
2010-12-20;0;26,3;
2010-12-21;0;27,1;
2010-12-22;0;26,8;
2010-12-23;0;26,9;
2010-12-24;0;26,1;
2010-12-25;49,4;25,5;
2010-12-26;0;27,4;
2010-12-27;4,8;25,8;
2010-12-28;19;24,5;
2010-12-29;43,2;23,1;
2010-12-30;58,4;22,4;
2010-12-31;52,2;23;
2011-01-01;24,2;24,1;
2011-01-02;27,8;25,4;
2011-01-03;0;25,6;
2011-01-04;0;24,9;
2011-01-05;2;25,9;
2011-01-06;,2;24,5;
2011-01-07;,6;24,8;
2011-01-08;2,2;24,6;
2011-01-09;,2;25,3;
2011-01-10;,2;25,9;
2011-01-11;0;26,3;
2011-01-12;25,2;25;
2011-01-13;3,2;26,6;
2011-01-14;0;27,3;
2011-01-15;22,8;25,9;
2011-01-16;0;26,6;
2011-01-17;0;26,7;
2011-01-18;0;26,2;
2011-01-19;0;26,4;
2011-01-20;0;26,5;
2011-01-21;0;26,6;
2011-01-22;1,2;25,7;
2011-01-23;2;25,3;
2011-01-24;1,8;25,1;
2011-01-25;1;24,6;
2011-01-26;2,8;24,7;
2011-01-27;3,4;25;
2011-01-28;2;25,9;
2011-01-29;0;25,9;
2011-01-30;0;26,9;
2011-01-31;0;26,4;
2011-02-01;0;25,8;
2011-02-02;0;26,4;
2011-02-03;0;26,5;
2011-02-04;0;26,5;
2011-02-05;0;26,5;
2011-02-06;0;26,9;
2011-02-07;0;26,6;
2011-02-08;0;25,5;
2011-02-09;4,6;25,7;
2011-02-10;0;26,4;
2011-02-11;0;26,4;
2011-02-12;0;26,5;
2011-02-13;0;25,8;
2011-02-14;0;26;
2011-02-15;17,2;26,6;
2011-02-16;,4;26,4;
2011-02-17;,4;26;
2011-02-18;0;25,8;
2011-02-19;0;26,1;
2011-02-20;4;25,2;
2011-02-21;,2;26,1;
2011-02-22;1;27;
2011-02-23;0;28;
2011-02-24;0;27,6;
2011-02-25;59,6;26;
2011-02-26;0;26,3;
2011-02-27;,8;27,5;
2011-02-28;0;27,5;
2011-03-01;0;26,4;
2011-03-02;0;26,8;
2011-03-03;0;27;
2011-03-04;0;25,1;
2011-03-05;0;24,5;
2011-03-06;11,8;23,5;
2011-03-07;13,2;25,5;
2011-03-08;1,8;25,6;
2011-03-09;64;24,1;
2011-03-10;21,6;25,5;
2011-03-11;2,6;26;
2011-03-12;8,6;25,6;
2011-03-13;148,2;24,7;
2011-03-14;40;26,2;
2011-03-15;0;26,5;
2011-03-16;15;24,6;
2011-03-17;3,4;23,7;
2011-03-18;26,8;24;
2011-03-19;0;24,1;
2011-03-20;,2;23,5;
2011-03-21;10,6;24,4;
2011-03-22;1,2;24,7;
2011-03-23;0;24,3;
2011-03-24;,8;24;
2011-03-25;8,4;25,5;
2011-03-26;0;26,4;
2011-03-27;0;26,5;
2011-03-28;0;26,1;
2011-03-29;0;null;
2011-03-30;null;26,1;
2011-03-31;0;26,2;
2011-04-01;11,2;25,6;
2011-04-02;0;25,9;
2011-04-03;0;26,3;
2011-04-04;2;24,2;
2011-04-05;3,2;24,3;
2011-04-06;1,6;23,8;
2011-04-07;28;23;
2011-04-08;7,4;23,7;
2011-04-09;,4;23,6;
2011-04-10;2,8;24,5;
2011-04-11;5,4;24,4;
2011-04-12;1;24,2;
2011-04-13;4,2;24,5;
2011-04-14;0;24,3;
2011-04-15;,6;24,2;
2011-04-16;5;24,2;
2011-04-17;1,2;24;
2011-04-18;17,6;23,4;
2011-04-19;29,8;24;
2011-04-20;,8;22,9;
2011-04-21;18,4;23,2;
2011-04-22;20;23,5;
2011-04-23;,8;23,3;
2011-04-24;,4;23,8;
2011-04-25;,2;24;
2011-04-26;,2;23,7;
2011-04-27;0;23,4;
2011-04-28;0;22,9;
2011-04-29;10,8;23,5;
2011-04-30;,4;24;
2011-05-01;1;24;
2011-05-02;0;24,6;
2011-05-03;0;23,9;
2011-05-04;,2;23,5;
2011-05-05;0;23,2;
2011-05-06;0;23,9;
2011-05-07;0;23,9;
2011-05-08;0;22;
2011-05-09;,2;21,7;
2011-05-10;,2;21,3;
2011-05-11;2,4;21,3;
2011-05-12;2,8;20,8;
2011-05-13;0;22,4;
2011-05-14;0;22,6;
2011-05-15;0;22;
2011-05-16;,2;23,3;
2011-05-17;0;21,8;
2011-05-18;0;21,1;
2011-05-19;0;19,8;
2011-05-20;,2;19,7;
2011-05-21;0;20;
2011-05-22;,6;21;
2011-05-23;0;20,1;
2011-05-24;,4;21,3;
2011-05-25;0;20,2;
2011-05-26;,2;20,4;
2011-05-27;0;22;
2011-05-28;0;21,3;
2011-05-29;0;20,7;
2011-05-30;,2;21;
2011-05-31;0;21;
2011-06-01;0;21,1;
2011-06-02;0;21,3;
2011-06-03;,2;21,8;
2011-06-04;0;24,5;
2011-06-05;0;20,6;
2011-06-06;0;19,2;
2011-06-07;0;19,8;
2011-06-08;0;21,9;
2011-06-09;0;22,8;
2011-06-10;20,2;23,1;
2011-06-11;5,2;20,9;
2011-06-12;0;20,1;
2011-06-13;,2;20,3;
2011-06-14;0;19,4;
2011-06-15;0;18,2;
2011-06-16;,2;20,7;
2011-06-17;0;20,8;
2011-06-18;3,6;22,1;
2011-06-19;0;22,3;
2011-06-20;0;21,9;
2011-06-21;,2;21,3;
2011-06-22;0;22,1;
2011-06-23;0;21,7;
2011-06-24;0;21,2;
2011-06-25;0;20;
2011-06-26;10,8;21,2;
2011-06-27;0;22,3;
2011-06-28;0;21,3;
2011-06-29;0;20,4;
2011-06-30;,4;21,2;
2011-07-01;0;20,4;
2011-07-02;,4;21,5;
2011-07-03;0;22;
2011-07-04;0;21,9;
2011-07-05;0;19,8;
2011-07-06;0;21,6;
2011-07-07;0;21,5;
2011-07-08;0;19,7;
2011-07-09;0;19,3;
2011-07-10;0;19;
2011-07-11;,2;19;
2011-07-12;1,2;20,5;
2011-07-13;0;19,6;
2011-07-14;0;19,8;
2011-07-15;,2;20,8;
2011-07-16;0;21,7;
2011-07-17;,2;20,5;
2011-07-18;0;20,3;
2011-07-19;0;21,7;
2011-07-20;0;21,3;
2011-07-21;0;20,8;
2011-07-22;0;22,2;
2011-07-23;0;21,5;
2011-07-24;1,2;20,3;
2011-07-25;17,4;19,2;
2011-07-26;8;20,6;
2011-07-27;0;19,8;
2011-07-28;,2;19,4;
2011-07-29;0;20,2;
2011-07-30;0;22;
2011-07-31;,4;22,2;
2011-08-01;0;21,8;
2011-08-02;,2;21,9;
2011-08-03;0;24,4;
2011-08-04;0;21,1;
2011-08-05;0;19;
2011-08-06;0;20,8;
2011-08-07;0;22,5;
2011-08-08;0;23,2;
2011-08-09;0;22,5;
2011-08-10;,2;22,9;
2011-08-11;0;20,7;
2011-08-12;0;19,5;
2011-08-13;,2;20,3;
2011-08-14;,2;20,9;
2011-08-15;0;20,9;
2011-08-16;0;20,4;
2011-08-17;null;null;
2011-08-18;null;null;
2011-08-19;null;null;
2011-08-20;null;null;
2011-08-21;null;null;
2011-08-22;null;null;
2011-08-23;null;null;
2011-08-24;null;null;
2011-08-25;null;null;
2011-08-26;null;null;
2011-08-27;null;null;
2011-08-28;null;null;
2011-08-29;null;null;
2011-08-30;null;null;
2011-08-31;null;null;
2011-09-01;null;null;
2011-09-02;null;null;
2011-09-03;null;null;
2011-09-04;null;null;
2011-09-05;null;null;
2011-09-06;null;null;
2011-09-07;null;null;
2011-09-08;null;null;
2011-09-09;null;null;
2011-09-10;null;null;
2011-09-11;null;null;
2011-09-12;null;null;
2011-09-13;null;null;
2011-09-14;null;null;
2011-09-15;null;null;
2011-09-16;null;null;
2011-09-17;null;null;
2011-09-18;null;null;
2011-09-19;null;null;
2011-09-20;null;null;
2011-09-21;null;null;
2011-09-22;null;null;
2011-09-23;null;null;
2011-09-24;null;null;
2011-09-25;null;null;
2011-09-26;null;null;
2011-09-27;null;null;
2011-09-28;null;null;
2011-09-29;null;22,2;
2011-09-30;,8;23,8;
2011-10-01;0;23,5;
2011-10-02;0;24,3;
2011-10-03;0;23,8;
2011-10-04;7,6;21,1;
2011-10-05;3,2;20,5;
2011-10-06;2,8;23,3;
2011-10-07;0;23,5;
2011-10-08;0;23,2;
2011-10-09;,4;22,4;
2011-10-10;0;24,1;
2011-10-11;0;24,6;
2011-10-12;20,4;23,4;
2011-10-13;,8;24,2;
2011-10-14;,6;24,2;
2011-10-15;0;25,5;
2011-10-16;,4;23,3;
2011-10-17;8;24,3;
2011-10-18;9;21,4;
2011-10-19;1;20,5;
2011-10-20;0;20,1;
2011-10-21;0;19,6;
2011-10-22;11,2;19,3;
2011-10-23;17,8;20;
2011-10-24;9;18,5;
2011-10-25;9;21,1;
2011-10-26;6,6;22,9;
2011-10-27;3,4;24,6;
2011-10-28;2;25,7;
2011-10-29;7;24,4;
2011-10-30;0;25,6;
2011-10-31;27;21,2;
2011-11-01;13,8;17,8;
2011-11-02;,4;19,2;
2011-11-03;0;19,9;
2011-11-04;0;21,1;
2011-11-05;0;21,5;
2011-11-06;0;20,9;
2011-11-07;0;21;
2011-11-08;0;21,8;
2011-11-09;,4;20,9;
2011-11-10;1;22,5;
2011-11-11;,6;24,7;
2011-11-12;0;25,4;
2011-11-13;0;25,1;
2011-11-14;0;25,7;
2011-11-15;0;25,4;
2011-11-16;24,8;23,2;
2011-11-17;14;22,8;
2011-11-18;0;21,4;
2011-11-19;12,8;19,7;
2011-11-20;15;19,8;
2011-11-21;0;22,9;
2011-11-22;,2;25;
2011-11-23;0;24,3;
2011-11-24;2,6;24,8;
2011-11-25;26,2;23,4;
2011-11-26;29;23,2;
2011-11-27;20,2;22,7;
2011-11-28;31,4;21,8;
2011-11-29;14,2;22;
2011-11-30;6,6;23,7;
2011-12-01;,2;25;
2011-12-02;,2;24,2;
2011-12-03;36;20,8;
2011-12-04;14,6;21,5;
2011-12-05;0;23,8;
2011-12-06;5,8;24,4;
2011-12-07;2,4;24,8;
2011-12-08;0;24,6;
2011-12-09;2,2;25,7;
2011-12-10;0;24,6;
2011-12-11;13,2;21,6;
2011-12-12;5,4;22,1;
2011-12-13;16;24,8;
2011-12-14;0;24,7;
2011-12-15;1,6;24,6;
2011-12-16;0;24,9;
2011-12-17;0;24,7;
2011-12-18;0;25;
2011-12-19;0;25,7;
2011-12-20;0;24,7;
2011-12-21;3,8;25,1;
2011-12-22;0;24,5;
2011-12-23;0;25;
2011-12-24;,2;25,5;
2011-12-25;0;25,4;
2011-12-26;,2;24,6;
2011-12-27;,6;25,8;
2011-12-28;3,6;26;
2011-12-29;12,6;23,5;
2011-12-30;2,2;24,1;
2011-12-31;8,6;23,7;
2012-01-01;23;24,7;
2012-01-02;6,2;25;
2012-01-03;27,2;23,8;
2012-01-04;3,6;24,3;
2012-01-05;21;24,2;
2012-01-06;2,6;25;
2012-01-07;0;24,8;
2012-01-08;0;24;
2012-01-09;3,8;25,2;
2012-01-10;,8;23,6;
2012-01-11;19,8;24,4;
2012-01-12;2,8;24;
2012-01-13;0;24,7;
2012-01-14;4,8;25,8;
2012-01-15;0;26,2;
2012-01-16;0;25,9;
2012-01-17;0;25,2;
2012-01-18;0;25;
2012-01-19;,2;23,5;
2012-01-20;1;24,4;
2012-01-21;,4;23,9;
2012-01-22;1,8;23,5;
2012-01-23;,2;23,6;
2012-01-24;7,6;23,1;
2012-01-25;6;24,8;
2012-01-26;2,8;25,2;
2012-01-27;0;26,4;
2012-01-28;0;26;
2012-01-29;0;25,3;
2012-01-30;0;25,7;
2012-01-31;0;25;
2012-02-01;0;25,1;
2012-02-02;6,2;24,3;
2012-02-03;0;24,5;
2012-02-04;1,8;24,7;
2012-02-05;,2;25,1;
2012-02-06;,2;25,4;
2012-02-07;0;26;
2012-02-08;0;26,3;
2012-02-09;0;25,4;
2012-02-10;0;26;
2012-02-11;0;26,3;
2012-02-12;0;26,6;
2012-02-13;0;25,2;
2012-02-14;0;25,3;
2012-02-15;5;24,2;
2012-02-16;3,6;23,8;
2012-02-17;6,2;24,5;
2012-02-18;6;24,5;
2012-02-19;4,4;24,7;
2012-02-20;,2;23,8;
2012-02-21;9,6;24,1;
2012-02-22;0;24,5;
2012-02-23;0;25,2;
2012-02-24;0;25,6;
2012-02-25;0;25,6;
2012-02-26;0;25,3;
2012-02-27;0;26,4;
2012-02-28;4,6;26,1;
2012-02-29;0;25,5;
2012-03-01;13;25,6;
2012-03-02;6,4;25,9;
2012-03-03;,2;25,9;
2012-03-04;,4;25,4;
2012-03-05;9,8;25,2;
2012-03-06;0;25;
2012-03-07;,2;25;
2012-03-08;0;25,2;
2012-03-09;8,4;25,8;
2012-03-10;8,8;25,3;
2012-03-11;7,2;24,9;
2012-03-12;0;25,2;
2012-03-13;3;25,3;
2012-03-14;0;25,9;
2012-03-15;0;26,1;
2012-03-16;12,6;24,7;
2012-03-17;19,8;24,1;
2012-03-18;0;24,5;
2012-03-19;0;23,4;
2012-03-20;1;24,6;
2012-03-21;8,8;25,3;
2012-03-22;0;26,5;
2012-03-23;4,2;26,3;
2012-03-24;0;26,8;
2012-03-25;0;25,4;
2012-03-26;0;24,8;
2012-03-27;17,4;24,9;
2012-03-28;,2;25;
2012-03-29;6,8;25,8;
2012-03-30;0;24,9;
2012-03-31;,2;24,8;
2012-04-01;0;25;
2012-04-02;1,2;24,6;
2012-04-03;9,8;25;
2012-04-04;0;25,1;
2012-04-05;0;25,9;
2012-04-06;0;26,6;
2012-04-07;0;26,3;
2012-04-08;0;24,9;
2012-04-09;,2;23,9;
2012-04-10;13;24,3;
2012-04-11;4,2;23,8;
2012-04-12;2;23,9;
2012-04-13;,2;24,2;
2012-04-14;0;25,4;
2012-04-15;0;26;
2012-04-16;5,4;25,7;
2012-04-17;0;24,6;
2012-04-18;0;25,3;
2012-04-19;0;23,6;
2012-04-20;0;23,3;
2012-04-21;0;24;
2012-04-22;0;25,9;
2012-04-23;11;25,5;
2012-04-24;,6;24,8;
2012-04-25;0;25,3;
2012-04-26;2;26,2;
2012-04-27;0;25,7;
2012-04-28;0;24,3;
2012-04-29;,4;25,8;
2012-04-30;0;25,3;
2012-05-01;0;24,8;
2012-05-02;0;22,6;
2012-05-03;0;23,1;
2012-05-04;0;23,2;
2012-05-05;,4;23,2;
2012-05-06;,2;21,8;
2012-05-07;0;23;
2012-05-08;0;21,7;
2012-05-09;12,6;21,2;
2012-05-10;1;22,6;
2012-05-11;0;23,1;
2012-05-12;0;24,9;
2012-05-13;,2;24,3;
2012-05-14;0;23,4;
2012-05-15;,2;22,1;
2012-05-16;9,4;20,2;
2012-05-17;2,8;21,2;
2012-05-18;,2;21,4;
2012-05-19;,6;21;
2012-05-20;0;19,7;
2012-05-21;1;19,2;
2012-05-22;3,8;20,5;
2012-05-23;,2;20,9;
2012-05-24;,2;21;
2012-05-25;0;22,2;
2012-05-26;,2;22,8;
2012-05-27;0;24,3;
2012-05-28;,2;24;
2012-05-29;0;24,5;
2012-05-30;0;24,3;
2012-05-31;,2;23,9;
2012-06-01;0;23,9;
2012-06-02;0;24,1;
2012-06-03;0;24,4;
2012-06-04;,2;23,6;
2012-06-05;,2;23,8;
2012-06-06;,2;23,7;
2012-06-07;0;23,2;
2012-06-08;0;23,2;
2012-06-09;0;23,3;
2012-06-10;0;22,2;
2012-06-11;0;22,7;
2012-06-12;0;23,3;
2012-06-13;0;22,8;
2012-06-14;,2;22,4;
2012-06-15;0;21,4;
2012-06-16;0;22;
2012-06-17;0;22,3;
2012-06-18;0;22,3;
2012-06-19;0;23,3;
2012-06-20;0;23,7;
2012-06-21;0;24;
2012-06-22;0;24,7;
2012-06-23;0;21,7;
2012-06-24;0;22,7;
2012-06-25;0;21,7;
2012-06-26;0;22;
2012-06-27;0;20,7;
2012-06-28;0;21,8;
2012-06-29;0;21,4;
2012-06-30;0;21,4;
2012-07-01;null;21;
2012-07-02;null;20,4;
2012-07-03;null;20,2;
2012-07-04;null;20,6;
2012-07-05;null;21,6;
2012-07-06;null;20,4;
2012-07-07;null;21,5;
2012-07-08;null;22,7;
2012-07-09;null;21,1;
2012-07-10;null;20,2;
2012-07-11;null;20,8;
2012-07-12;null;23;
2012-07-13;null;24,3;
2012-07-14;null;22,6;
2012-07-15;null;21,8;
2012-07-16;null;19,2;
2012-07-17;null;19,7;
2012-07-18;null;20,8;
2012-07-19;null;20,1;
2012-07-20;null;20,4;
2012-07-21;null;21,6;
2012-07-22;null;22,7;
2012-07-23;null;21,5;
2012-07-24;null;22;
2012-07-25;null;21,3;
2012-07-26;null;20,8;
2012-07-27;null;21,3;
2012-07-28;null;20,9;
2012-07-29;null;20,2;
2012-07-30;null;21;
2012-07-31;null;20,8;
2012-08-01;null;21,6;
2012-08-02;0;20,5;
2012-08-03;0;20,6;
2012-08-04;0;22;
2012-08-05;0;22,6;
2012-08-06;0;21,5;
2012-08-07;0;20,5;
2012-08-08;0;19,5;
2012-08-09;0;19,2;
2012-08-10;0;18,8;
2012-08-11;0;20,8;
2012-08-12;0;20,5;
2012-08-13;0;21,2;
