Nome: VENDA NOVA DO IMIGRANTE
Codigo Estacao: A633
Latitude: -20.38555555
Longitude: -41.18999999
Altitude: 722
Situacao: Operante
Data Inicial: 2017-02-09
Data Final: 2025-01-01
Periodicidade da Medicao: Diaria

Data Medicao;PRECIPITACAO TOTAL, DIARIO (AUT)(mm);TEMPERATURA MEDIA, DIARIA (AUT)(°C);
2019-09-06;5,6;15,9;
2019-09-07;1,2;18;
2019-09-08;0;18,7;
2019-09-09;0;18;
2019-09-10;,2;18,3;
2019-09-11;0;19;
2019-09-12;,2;21;
2019-09-13;0;20,3;
2019-09-14;0;20,7;
2019-09-15;0;20,5;
2019-09-16;0;19,1;
2019-09-17;0;19,7;
2019-09-18;0;21,7;
2019-09-19;0;22,5;
2019-09-20;0;22,4;
2019-09-21;0;21,7;
2019-09-22;1;20,7;
2019-09-23;3,8;16;
2019-09-24;1;15,3;
2019-09-25;0;16,6;
2019-09-26;1,4;17,1;
2019-09-27;26,4;18,2;
2019-09-28;,4;18,7;
2019-09-29;,4;17,5;
2019-09-30;1,8;19,1;
2019-10-01;,6;19,7;
2019-10-02;0;19,5;
2019-10-03;0;19,5;
2019-10-04;0;19,6;
2019-10-05;1,8;20,7;
2019-10-06;,2;21,2;
2019-10-07;0;20,6;
2019-10-08;0;21,8;
2019-10-09;0;22,7;
2019-10-10;16,6;20,2;
2019-10-11;,6;19,9;
2019-10-12;,2;21;
2019-10-13;0;21,7;
2019-10-14;,2;20,9;
2019-10-15;0;21;
2019-10-16;3,6;22,3;
2019-10-17;0;20,9;
2019-10-18;0;21,4;
2019-10-19;0;22,5;
2019-10-20;0;19,7;
2019-10-21;1,6;17,3;
2019-10-22;1,4;20,4;
2019-10-23;1,2;18,7;
2019-10-24;,8;20,2;
2019-10-25;,2;22,3;
2019-10-26;0;22,8;
2019-10-27;4;22,6;
2019-10-28;,2;22,9;
2019-10-29;0;22,5;
2019-10-30;0;24,3;
2019-10-31;0;23,5;
2019-11-01;0;21,5;
2019-11-02;14,4;20;
2019-11-03;2,8;21,1;
2019-11-04;0;24,5;
2019-11-05;0;25,5;
2019-11-06;0;23,4;
2019-11-07;1,2;22,6;
2019-11-08;,2;23,9;
2019-11-09;24,8;24,6;
2019-11-10;0;24,5;
2019-11-11;0;23,4;
2019-11-12;39,8;19,3;
2019-11-13;3,4;19,8;
2019-11-14;13;22,1;
2019-11-15;3,2;20,1;
2019-11-16;11,2;18,1;
2019-11-17;8,6;18,8;
2019-11-18;,2;19,4;
2019-11-19;23,8;21,2;
2019-11-20;7,8;20,2;
2019-11-21;31,4;20,2;
2019-11-22;6;21,8;
2019-11-23;7;22,4;
2019-11-24;26,2;18,2;
2019-11-25;0;16,7;
2019-11-26;,8;18,8;
2019-11-27;0;18,9;
2019-11-28;0;21,4;
2019-11-29;5,8;19,8;
2019-11-30;4,6;22,1;
2019-12-01;6,6;23,3;
2019-12-02;37,8;20,6;
2019-12-03;14,4;17,6;
2019-12-04;3,6;19,9;
2019-12-05;,4;22,2;
2019-12-06;6;23,7;
2019-12-07;48,4;18;
2019-12-08;4,2;18,3;
2019-12-09;,2;20,7;
2019-12-10;,4;22,5;
2019-12-11;0;22,2;
2019-12-12;0;23,2;
2019-12-13;0;24,1;
2019-12-14;0;23,9;
2019-12-15;5,2;22,7;
2019-12-16;0;22,3;
2019-12-17;0;23;
2019-12-18;0;23,4;
2019-12-19;0;23,2;
2019-12-20;0;24,5;
2019-12-21;0;24;
2019-12-22;0;24;
2019-12-23;0;23,2;
2019-12-24;0;21,5;
2019-12-25;4,4;22,1;
2019-12-26;52,6;22,3;
2019-12-27;5,2;21,2;
2019-12-28;,2;20,9;
2019-12-29;2,2;20,5;
2019-12-30;1,4;20,9;
2019-12-31;0;21,1;
2020-01-01;14,8;22,3;
2020-01-02;0;24;
2020-01-03;12,4;22,1;
2020-01-04;52,2;22,4;
2020-01-05;11,6;23,7;
2020-01-06;,2;25,1;
2020-01-07;0;25,3;
2020-01-08;0;25,6;
2020-01-09;0;24,6;
2020-01-10;0;24,2;
2020-01-11;,2;23,2;
2020-01-12;0;24,4;
2020-01-13;0;23,8;
2020-01-14;9;20,7;
2020-01-15;,4;21,3;
2020-01-16;,2;23,1;
2020-01-17;0;23,1;
2020-01-18;53;20,4;
2020-01-19;2,2;20,9;
2020-01-20;,8;19,4;
2020-01-21;39;19,5;
2020-01-22;21,2;21,1;
2020-01-23;6;21,1;
2020-01-24;21,6;21,4;
2020-01-25;113,8;21,4;
2020-01-26;17,4;21,3;
2020-01-27;0;22;
2020-01-28;0;23,2;
2020-01-29;,2;24,2;
2020-01-30;0;24,6;
2020-01-31;0;23,5;
2020-02-01;0;24,5;
2020-02-02;1;23,4;
2020-02-03;0;24,8;
2020-02-04;0;23,3;
2020-02-05;0;23,3;
2020-02-06;3,2;21,5;
2020-02-07;2,4;21;
2020-02-08;16;23,1;
2020-02-09;,2;24;
2020-02-10;14,2;23,7;
2020-02-11;3,6;22,2;
2020-02-12;12,6;21,7;
2020-02-13;1,8;20,2;
2020-02-14;4,6;21,9;
2020-02-15;48,6;23,2;
2020-02-16;0;23,5;
2020-02-17;0;24,4;
2020-02-18;0;23,9;
2020-02-19;0;22,6;
2020-02-20;0;23,5;
2020-02-21;,2;23,7;
2020-02-22;23;22,6;
2020-02-23;26,8;18,5;
2020-02-24;,2;20,2;
2020-02-25;1,8;23,1;
2020-02-26;0;24,2;
2020-02-27;0;23,5;
2020-02-28;77,6;19,7;
2020-02-29;4,6;21,6;
2020-03-01;1,8;21,7;
2020-03-02;42,2;19,2;
2020-03-03;4,2;21,2;
2020-03-04;,6;22;
2020-03-05;1,6;20,9;
2020-03-06;5,8;19,1;
2020-03-07;2,2;17,8;
2020-03-08;3,8;19;
2020-03-09;5,2;20,6;
2020-03-10;2,4;21,1;
2020-03-11;0;20,9;
2020-03-12;,6;20,5;
2020-03-13;,8;21,9;
2020-03-14;11,2;21,9;
2020-03-15;46;21,3;
2020-03-16;,2;22,2;
2020-03-17;,2;22,3;
2020-03-18;,2;22,4;
2020-03-19;31;22,6;
2020-03-20;0;24;
2020-03-21;23,2;21,9;
2020-03-22;7,6;19,2;
2020-03-23;4,6;18,8;
2020-03-24;,2;18,7;
2020-03-25;,2;18,7;
2020-03-26;0;18,9;
2020-03-27;0;19,4;
2020-03-28;0;21,1;
2020-03-29;0;22;
2020-03-30;0;null;
2020-03-31;null;22,5;
2020-04-01;,2;21,9;
2020-04-02;3,6;22,3;
2020-04-03;1,8;24,2;
2020-04-04;7,2;21;
2020-04-05;,2;19,3;
2020-04-06;,2;21,4;
2020-04-07;,2;22,3;
2020-04-08;26,8;19,7;
2020-04-09;5,2;18;
2020-04-10;2,6;19,3;
2020-04-11;,2;21;
2020-04-12;6,6;17,4;
2020-04-13;1;18,4;
2020-04-14;null;null;
2020-04-15;null;null;
2020-04-16;0;22,4;
2020-04-17;7,2;19,8;
2020-04-18;1,2;18,3;
2020-04-19;null;null;
2020-04-20;null;null;
2020-04-21;null;null;
2020-04-22;null;null;
2020-04-23;null;null;
2020-04-24;null;null;
2020-04-25;null;null;
2020-04-26;null;null;
2020-04-27;null;null;
2020-04-28;null;null;
2020-04-29;null;null;
2020-04-30;null;null;
2020-05-01;null;null;
2020-05-02;null;null;
2020-05-03;null;null;
2020-05-04;null;null;
2020-05-05;null;null;
2020-05-06;null;null;
2020-05-07;null;null;
2020-05-08;null;null;
2020-05-09;null;null;
2020-05-10;null;null;
2020-05-11;null;null;
2020-05-12;null;null;
2020-05-13;null;null;
2020-05-14;null;null;
2020-05-15;null;null;
2020-05-16;null;null;
2020-05-17;null;null;
2020-05-18;null;null;
2020-05-19;null;null;
2020-05-20;null;null;
2020-05-21;null;null;
2020-05-22;null;null;
2020-05-23;null;null;
2020-05-24;null;null;
2020-05-25;null;null;
2020-05-26;null;null;
2020-05-27;null;null;
2020-05-28;null;null;
2020-05-29;null;null;
2020-05-30;null;null;
2020-05-31;null;null;
2020-06-01;null;null;
2020-06-02;null;null;
2020-06-03;null;null;
2020-06-04;null;null;
2020-06-05;null;null;
2020-06-06;null;null;
2020-06-07;null;null;
2020-06-08;null;null;
2020-06-09;null;null;
2020-06-10;null;null;
2020-06-11;null;null;
2020-06-12;null;null;
2020-06-13;null;null;
2020-06-14;null;null;
2020-06-15;null;null;
2020-06-16;null;null;
2020-06-17;null;null;
2020-06-18;null;null;
2020-06-19;null;null;
2020-06-20;null;null;
2020-06-21;null;null;
2020-06-22;null;null;
2020-06-23;null;null;
2020-06-24;null;null;
2020-06-25;null;null;
2020-06-26;null;null;
2020-06-27;null;null;
2020-06-28;null;null;
2020-06-29;null;null;
2020-06-30;null;null;
2020-07-01;null;null;
2020-07-02;null;null;
2020-07-03;null;null;
2020-07-04;null;null;
2020-07-05;null;null;
2020-07-06;null;null;
2020-07-07;null;null;
2020-07-08;null;null;
2020-07-09;null;null;
2020-07-10;null;null;
2020-07-11;null;null;
2020-07-12;null;null;
2020-07-13;null;null;
2020-07-14;null;null;
2020-07-15;null;null;
2020-07-16;null;null;
2020-07-17;null;null;
2020-07-18;null;null;
2020-07-19;null;null;
2020-07-20;null;null;
2020-07-21;null;null;
2020-07-22;null;null;
2020-07-23;null;null;
2020-07-24;null;null;
2020-07-25;null;null;
2020-07-26;null;null;
2020-07-27;null;null;
2020-07-28;null;null;
2020-07-29;null;null;
2020-07-30;null;null;
2020-07-31;null;null;
2020-08-01;null;null;
2020-08-02;null;null;
2020-08-03;null;null;
2020-08-04;null;null;
2020-08-05;null;null;
2020-08-06;null;null;
2020-08-07;null;null;
2020-08-08;null;null;
2020-08-09;null;null;
2020-08-10;null;null;
2020-08-11;null;null;
2020-08-12;null;null;
2020-08-13;null;null;
2020-08-14;null;null;
2020-08-15;null;null;
2020-08-16;null;null;
2020-08-17;null;null;
2020-08-18;null;null;
2020-08-19;null;null;
2020-08-20;null;null;
2020-08-21;null;null;
2020-08-22;null;null;
2020-08-23;null;null;
2020-08-24;null;null;
2020-08-25;null;null;
2020-08-26;null;null;
2020-08-27;null;null;
2020-08-28;null;null;
2020-08-29;null;null;
2020-08-30;null;null;
2020-08-31;null;null;
2020-09-01;null;null;
2020-09-02;0;18,9;
2020-09-03;0;17,9;
2020-09-04;0;18,7;
2020-09-05;0;18,4;
2020-09-06;,2;18,2;
2020-09-07;0;19,3;
2020-09-08;0;19,9;
2020-09-09;0;19,4;
2020-09-10;0;19,5;
2020-09-11;,2;19,7;
2020-09-12;0;19,8;
2020-09-13;0;19;
2020-09-14;0;20,3;
2020-09-15;0;18,9;
2020-09-16;0;20;
2020-09-17;0;19,5;
2020-09-18;0;21;
2020-09-19;0;21,3;
2020-09-20;0;21,1;
2020-09-21;0;21,5;
2020-09-22;0;20,9;
2020-09-23;13,4;16,6;
2020-09-24;13,2;19,1;
2020-09-25;0;20,5;
2020-09-26;0;20,1;
2020-09-27;0;21,3;
2020-09-28;0;24,1;
2020-09-29;0;23,3;
2020-09-30;0;24;
2020-10-01;0;23,2;
2020-10-02;0;23,4;
2020-10-03;0;24,1;
2020-10-04;0;22,6;
2020-10-05;,6;22,1;
2020-10-06;0;23,4;
2020-10-07;0;24,5;
2020-10-08;0;22,8;
2020-10-09;,8;24,4;
2020-10-10;2,2;21,6;
2020-10-11;1;15,9;
2020-10-12;40,6;16,3;
2020-10-13;0;19,4;
2020-10-14;,2;22,8;
2020-10-15;0;21,8;
2020-10-16;3,8;17,5;
2020-10-17;11,8;16;
2020-10-18;,8;16,9;
2020-10-19;4,2;18,9;
2020-10-20;1;18,5;
2020-10-21;5,6;20,2;
2020-10-22;1,8;19;
2020-10-23;3,2;17,9;
2020-10-24;2,4;19,6;
2020-10-25;10,8;19,4;
2020-10-26;15,6;19,5;
2020-10-27;0;21,4;
2020-10-28;0;25,3;
2020-10-29;0;25,2;
2020-10-30;3,8;23;
2020-10-31;69,4;18,7;
2020-11-01;17,8;17,1;
2020-11-02;0;16,2;
2020-11-03;0;16,7;
2020-11-04;0;17;
2020-11-05;0;20;
2020-11-06;0;20,7;
2020-11-07;,4;20,9;
2020-11-08;0;23;
2020-11-09;0;23,2;
2020-11-10;0;22,4;
2020-11-11;1,2;22,4;
2020-11-12;0;21,2;
2020-11-13;12,2;20,4;
2020-11-14;1,8;20,8;
2020-11-15;8;21,6;
2020-11-16;6,2;21,8;
2020-11-17;9;23,3;
2020-11-18;33,4;21,3;
2020-11-19;3;22,4;
2020-11-20;3,8;20,1;
2020-11-21;1,2;18,2;
2020-11-22;,6;19,5;
2020-11-23;19,2;18,8;
2020-11-24;5,2;18,7;
2020-11-25;2,6;20;
2020-11-26;2;21,7;
2020-11-27;0;21,2;
2020-11-28;0;20,2;
2020-11-29;1,2;21,3;
2020-11-30;0;21,6;
2020-12-01;0;21,8;
2020-12-02;24,8;21,9;
2020-12-03;21,2;23,6;
2020-12-04;1,6;23,4;
2020-12-05;3,6;22,6;
2020-12-06;15;23;
2020-12-07;0;22,6;
2020-12-08;0;22,7;
2020-12-09;,6;22;
2020-12-10;71;20,3;
2020-12-11;39,4;22;
2020-12-12;13,6;23,3;
2020-12-13;,2;23;
2020-12-14;0;21,5;
2020-12-15;0;22;
2020-12-16;,2;22,5;
2020-12-17;0;22,4;
2020-12-18;0;22,7;
2020-12-19;,4;22,5;
2020-12-20;41;23,5;
2020-12-21;13,6;24;
2020-12-22;,2;23,5;
2020-12-23;,2;22;
2020-12-24;12,8;20,1;
2020-12-25;1,4;21,2;
2020-12-26;0;21,8;
2020-12-27;0;22,9;
2020-12-28;0;22,1;
2020-12-29;0;22,4;
2020-12-30;0;22,3;
2020-12-31;0;21,9;
2021-01-01;null;null;
2021-01-02;null;null;
2021-01-03;null;null;
2021-01-04;null;null;
2021-01-05;null;22,4;
2021-01-06;0;23,1;
2021-01-07;,4;23;
2021-01-08;4;23,4;
2021-01-09;11,6;23,5;
2021-01-10;0;24,1;
2021-01-11;0;24,1;
2021-01-12;,2;23,4;
2021-01-13;0;23,9;
2021-01-14;0;21,3;
2021-01-15;0;20,4;
2021-01-16;14,6;21,4;
2021-01-17;0;21,8;
2021-01-18;0;21,7;
2021-01-19;,2;22,8;
2021-01-20;0;22,6;
2021-01-21;0;22,2;
2021-01-22;0;20,4;
2021-01-23;,2;19,3;
2021-01-24;8;21,2;
2021-01-25;0;21,9;
2021-01-26;0;22,9;
2021-01-27;0;22,5;
2021-01-28;0;22,4;
2021-01-29;0;23,6;
2021-01-30;0;23,6;
2021-01-31;0;22,8;
2021-02-01;0;22,9;
2021-02-02;2,6;22,8;
2021-02-03;0;24,2;
2021-02-04;0;23,8;
2021-02-05;0;23,3;
2021-02-06;14,8;22,4;
2021-02-07;36,2;18,9;
2021-02-08;80,4;18,9;
2021-02-09;,8;19,7;
2021-02-10;,8;21,2;
2021-02-11;,2;22,3;
2021-02-12;,8;22,3;
2021-02-13;,2;22,2;
2021-02-14;0;21,8;
2021-02-15;0;22,4;
2021-02-16;18,6;22,7;
2021-02-17;,6;22,4;
2021-02-18;30,6;22,6;
2021-02-19;13,8;21,7;
2021-02-20;22,4;22,5;
2021-02-21;17,8;22,4;
2021-02-22;,2;21,9;
2021-02-23;24,4;21,3;
2021-02-24;1,8;22,6;
2021-02-25;,6;22,3;
2021-02-26;1,6;21,5;
2021-02-27;,2;20,2;
2021-02-28;3,4;21,1;
2021-03-01;,4;21,5;
2021-03-02;0;21,8;
2021-03-03;0;21,9;
2021-03-04;0;22;
2021-03-05;,2;22,3;
2021-03-06;0;23,4;
2021-03-07;26,2;22,1;
2021-03-08;37,4;21,7;
2021-03-09;19,6;21,2;
2021-03-10;11,8;22,2;
2021-03-11;16,8;21,5;
2021-03-12;2,2;22,6;
2021-03-13;,4;22,6;
2021-03-14;,2;20,6;
2021-03-15;0;21,2;
2021-03-16;,2;21;
2021-03-17;0;21,4;
2021-03-18;0;21,9;
2021-03-19;,2;21,1;
2021-03-20;0;21,1;
2021-03-21;0;20,7;
2021-03-22;,2;21,9;
2021-03-23;0;22,7;
2021-03-24;0;23,7;
2021-03-25;0;22,9;
2021-03-26;14,4;22,3;
2021-03-27;,2;22,2;
2021-03-28;4,2;22,5;
2021-03-29;3,2;20,5;
2021-03-30;,4;23;
2021-03-31;,2;21,7;
2021-04-01;23,8;20,3;
2021-04-02;0;20,8;
2021-04-03;11,8;21,5;
2021-04-04;0;20,7;
2021-04-05;,2;19,4;
2021-04-06;0;18,7;
2021-04-07;0;18,4;
2021-04-08;5,6;17,9;
2021-04-09;3,2;18,4;
2021-04-10;,2;17,6;
2021-04-11;,2;20;
2021-04-12;,2;19,9;
2021-04-13;0;18,8;
2021-04-14;1,2;18,9;
2021-04-15;3,6;17,7;
2021-04-16;,2;17,1;
2021-04-17;0;19,3;
2021-04-18;3,2;20,1;
2021-04-19;,2;20,4;
2021-04-20;20;19,8;
2021-04-21;,2;18,6;
2021-04-22;,2;19,4;
2021-04-23;0;20,3;
2021-04-24;0;21,6;
2021-04-25;0;20,7;
2021-04-26;0;21,2;
2021-04-27;25,6;20,7;
2021-04-28;,8;19,2;
2021-04-29;,2;18,9;
2021-04-30;1;17;
2021-05-01;1,6;17;
2021-05-02;1;17,5;
2021-05-03;1,2;18,7;
2021-05-04;,6;18,8;
2021-05-05;,2;19,8;
2021-05-06;,2;19,5;
2021-05-07;,2;20,6;
2021-05-08;5,4;17,7;
2021-05-09;2,2;17,7;
2021-05-10;,4;16,2;
2021-05-11;,2;15,4;
2021-05-12;,2;16,9;
2021-05-13;,2;16,4;
2021-05-14;1;16,8;
2021-05-15;,2;16,4;
2021-05-16;0;17,1;
2021-05-17;,2;17;
2021-05-18;0;17,5;
2021-05-19;0;19,2;
2021-05-20;,2;17,8;
2021-05-21;,2;18,1;
2021-05-22;0;19,6;
2021-05-23;,2;20,2;
2021-05-24;0;21,4;
2021-05-25;1,2;17,5;
2021-05-26;,2;19;
2021-05-27;,2;19,4;
2021-05-28;0;20;
2021-05-29;,2;19,8;
2021-05-30;,2;20,1;
2021-05-31;0;19,2;
2021-06-01;0;18,9;
2021-06-02;,2;19,9;
2021-06-03;0;18,7;
2021-06-04;,2;16,7;
2021-06-05;0;16,5;
2021-06-06;,2;19;
2021-06-07;0;18,5;
2021-06-08;1;19,5;
2021-06-09;0;18,6;
2021-06-10;0;18,6;
2021-06-11;7,4;20,2;
2021-06-12;24,4;16,3;
2021-06-13;,2;16,5;
2021-06-14;0;15,6;
2021-06-15;0;15;
2021-06-16;0;14,8;
2021-06-17;,2;17,3;
2021-06-18;,2;16,2;
2021-06-19;0;16,1;
2021-06-20;0;17,6;
2021-06-21;0;17,5;
2021-06-22;,4;17,3;
2021-06-23;0;16,9;
2021-06-24;0;15,8;
2021-06-25;0;15,3;
2021-06-26;,2;15,9;
2021-06-27;,2;14,9;
2021-06-28;0;14,6;
2021-06-29;,2;15;
2021-06-30;0;13,2;
2021-07-01;,8;14;
2021-07-02;0;13,5;
2021-07-03;,2;13,8;
2021-07-04;0;15,4;
2021-07-05;0;13,5;
2021-07-06;0;14,5;
2021-07-07;0;15,1;
2021-07-08;0;14,3;
2021-07-09;0;14,4;
2021-07-10;,2;15,6;
2021-07-11;0;15,6;
2021-07-12;,2;16,4;
2021-07-13;0;15,5;
2021-07-14;,2;17,4;
2021-07-15;,2;17;
2021-07-16;0;17;
2021-07-17;,2;18;
2021-07-18;0;18,6;
2021-07-19;0;17,7;
2021-07-20;2,2;14,2;
2021-07-21;0;14,6;
2021-07-22;0;14,3;
2021-07-23;,2;14,7;
2021-07-24;,2;14,9;
2021-07-25;0;14,9;
2021-07-26;,2;15,5;
2021-07-27;,2;16,1;
2021-07-28;,2;18,3;
2021-07-29;,6;15;
2021-07-30;,2;12,6;
2021-07-31;0;12,7;
2021-08-01;2,2;12,8;
2021-08-02;0;12,9;
2021-08-03;,2;15;
2021-08-04;,2;15,8;
2021-08-05;,2;14,5;
2021-08-06;8,4;14,3;
2021-08-07;,6;14;
2021-08-08;0;16,7;
2021-08-09;0;15,6;
2021-08-10;,2;16,4;
2021-08-11;0;18,3;
2021-08-12;0;18,1;
2021-08-13;,2;19,3;
2021-08-14;0;19,9;
2021-08-15;1;18,5;
2021-08-16;,2;19,5;
2021-08-17;2,6;18,9;
2021-08-18;,4;18,8;
2021-08-19;0;18,4;
2021-08-20;,2;17,1;
2021-08-21;0;17,3;
2021-08-22;,2;17,5;
2021-08-23;0;18,3;
2021-08-24;,2;18,2;
2021-08-25;,2;17,9;
2021-08-26;0;20,4;
2021-08-27;0;19,3;
2021-08-28;0;19,4;
2021-08-29;0;18,3;
2021-08-30;,4;15,8;
2021-08-31;15;16;
2021-09-01;10,8;16,4;
2021-09-02;17;17;
2021-09-03;2;17,8;
2021-09-04;,2;19,3;
2021-09-05;,2;20,5;
2021-09-06;0;21,2;
2021-09-07;,6;19,6;
2021-09-08;0;18,7;
2021-09-09;0;19,8;
2021-09-10;0;21,5;
2021-09-11;,2;21,5;
2021-09-12;0;22,4;
2021-09-13;0;21,1;
2021-09-14;,2;21,6;
2021-09-15;0;23,2;
2021-09-16;0;20,4;
2021-09-17;2,2;18,7;
2021-09-18;,6;21;
2021-09-19;,2;21,3;
2021-09-20;0;21,4;
2021-09-21;0;23,4;
2021-09-22;1,8;17,4;
2021-09-23;,2;15,5;
2021-09-24;0;17,3;
2021-09-25;0;17,6;
2021-09-26;0;19,8;
2021-09-27;0;19,5;
2021-09-28;3,8;20,5;
2021-09-29;,2;21,3;
2021-09-30;0;20,5;
2021-10-01;,4;20,7;
2021-10-02;0;23,1;
2021-10-03;36,6;21,7;
2021-10-04;,2;23,5;
2021-10-05;25;20,5;
2021-10-06;2,8;19,7;
2021-10-07;,2;22,8;
2021-10-08;1,2;16,8;
2021-10-09;1,8;16,4;
2021-10-10;4;17,2;
2021-10-11;33;16,8;
2021-10-12;53,2;16,1;
2021-10-13;,2;19,5;
2021-10-14;18,4;21;
2021-10-15;0;22,5;
2021-10-16;0;23,5;
2021-10-17;21,6;19,6;
2021-10-18;12,8;19,7;
2021-10-19;71,6;19,1;
2021-10-20;12,2;15,3;
2021-10-21;23,8;14,8;
2021-10-22;1,4;17,6;
2021-10-23;,2;20,9;
2021-10-24;0;23,5;
2021-10-25;,2;18,9;
2021-10-26;,2;20,9;
2021-10-27;0;22,5;
2021-10-28;0;21,5;
2021-10-29;0;19,5;
2021-10-30;8,6;18,6;
2021-10-31;4;19,9;
2021-11-01;39,6;19,2;
2021-11-02;8,4;21,4;
2021-11-03;2,4;22;
2021-11-04;0;21,6;
2021-11-05;,8;20,6;
2021-11-06;,2;21;
2021-11-07;,4;21;
2021-11-08;1,4;20;
2021-11-09;,2;20,7;
2021-11-10;,6;19,3;
2021-11-11;15,8;16,7;
2021-11-12;27,8;15,5;
2021-11-13;8,8;15;
2021-11-14;3;16,4;
2021-11-15;,2;16,8;
2021-11-16;0;18,3;
2021-11-17;,6;20,3;
2021-11-18;,2;22,6;
2021-11-19;0;23,3;
2021-11-20;37,8;20;
2021-11-21;32;16,7;
2021-11-22;7;17,3;
2021-11-23;0;21,6;
2021-11-24;0;21,6;
2021-11-25;0;20,9;
2021-11-26;0;20,8;
2021-11-27;7,6;19,5;
2021-11-28;2,8;21,1;
2021-11-29;11;22,7;
2021-11-30;,2;24;
2021-12-01;27,8;22,3;
2021-12-02;,2;22,1;
2021-12-03;0;19,2;
2021-12-04;26,6;19,9;
2021-12-05;0;21,6;
2021-12-06;0;20,6;
2021-12-07;2,4;18,6;
2021-12-08;35,6;17,2;
2021-12-09;7;18,5;
2021-12-10;,2;20,9;
2021-12-11;0;22,6;
2021-12-12;0;23,4;
2021-12-13;0;23,3;
2021-12-14;19,4;23,3;
2021-12-15;0;24;
2021-12-16;0;23,1;
2021-12-17;0;22,9;
2021-12-18;4;20,8;
2021-12-19;7,4;18,4;
2021-12-20;7,2;18;
2021-12-21;10;19,4;
2021-12-22;5,4;22,6;
2021-12-23;7,2;21,5;
2021-12-24;19,2;19,4;
2021-12-25;,4;19,6;
2021-12-26;0;20,3;
2021-12-27;,8;22,2;
2021-12-28;0;22,9;
2021-12-29;12,2;22;
2021-12-30;10,2;21,3;
2021-12-31;0;22,5;
2022-01-01;0;22,5;
2022-01-02;,2;22,3;
2022-01-03;0;21,6;
2022-01-04;0;23,4;
2022-01-05;0;23,2;
2022-01-06;0;22,4;
2022-01-07;36,6;22,1;
2022-01-08;7,4;21,4;
2022-01-09;75,8;20,2;
2022-01-10;20;22,8;
2022-01-11;0;24,4;
2022-01-12;0;25;
2022-01-13;0;24;
2022-01-14;,2;22,1;
2022-01-15;0;22,3;
2022-01-16;3,4;22,3;
2022-01-17;25,8;23,1;
2022-01-18;0;23,7;
2022-01-19;0;23,6;
2022-01-20;0;24;
2022-01-21;0;23;
2022-01-22;0;22,4;
2022-01-23;0;21,6;
2022-01-24;19,6;21,1;
2022-01-25;1,6;20,5;
2022-01-26;,4;21,1;
2022-01-27;,6;22,7;
2022-01-28;0;23,7;
2022-01-29;0;23,7;
2022-01-30;3;23,6;
2022-01-31;29,6;22,2;
2022-02-01;5,2;22,9;
2022-02-02;45,4;22,1;
2022-02-03;23,4;21,6;
2022-02-04;10;22;
2022-02-05;3,2;22,6;
2022-02-06;22,4;22;
2022-02-07;2,2;22,6;
2022-02-08;0;23,2;
2022-02-09;61,8;20,9;
2022-02-10;20,4;21,6;
2022-02-11;9,8;21,5;
2022-02-12;36;20,6;
2022-02-13;13,4;22,2;
2022-02-14;13,2;22,9;
2022-02-15;21,6;23;
2022-02-16;,2;21,8;
2022-02-17;1,6;21,3;
2022-02-18;29,2;21,3;
2022-02-19;33,4;21,5;
2022-02-20;11,2;22,4;
2022-02-21;0;22,4;
2022-02-22;,8;22,8;
2022-02-23;5;23,3;
2022-02-24;5,2;22,9;
2022-02-25;71,6;22,5;
2022-02-26;,4;22,6;
2022-02-27;11,2;21,7;
2022-02-28;20,6;21,9;
2022-03-01;0;21,8;
2022-03-02;,2;22,3;
2022-03-03;0;22,7;
2022-03-04;,2;22,2;
2022-03-05;0;22,2;
2022-03-06;0;22,8;
2022-03-07;0;22,4;
2022-03-08;0;22,4;
2022-03-09;0;21,5;
2022-03-10;1;20,8;
2022-03-11;0;22,6;
2022-03-12;,2;22,8;
2022-03-13;0;23,4;
2022-03-14;0;22,6;
2022-03-15;0;23,4;
2022-03-16;0;22,8;
2022-03-17;0;22,7;
2022-03-18;0;23;
2022-03-19;0;22,6;
2022-03-20;0;22,1;
2022-03-21;,8;20,9;
2022-03-22;5,2;17,8;
2022-03-23;3;18,2;
2022-03-24;1;19,9;
2022-03-25;0;22,9;
2022-03-26;0;22,6;
2022-03-27;0;22,8;
2022-03-28;0;23,5;
2022-03-29;0;22,3;
2022-03-30;8,4;21,9;
2022-03-31;,2;23,2;
2022-04-01;0;22,4;
2022-04-02;21,8;22,3;
2022-04-03;8,6;22;
2022-04-04;6;21,9;
2022-04-05;,4;22,1;
2022-04-06;0;22,9;
2022-04-07;0;21,1;
2022-04-08;0;22,6;
2022-04-09;0;21,8;
2022-04-10;3,4;22,1;
2022-04-11;0;22,2;
2022-04-12;0;21,6;
2022-04-13;,2;21,6;
2022-04-14;0;22,2;
2022-04-15;32,6;19,5;
2022-04-16;,2;18,3;
2022-04-17;0;18,2;
2022-04-18;0;17,6;
2022-04-19;0;17,9;
2022-04-20;0;18,8;
2022-04-21;0;20,2;
2022-04-22;,2;20,4;
2022-04-23;,2;20,8;
2022-04-24;0;21,1;
2022-04-25;4,6;19,7;
2022-04-26;0;19,8;
2022-04-27;,4;19,9;
2022-04-28;,4;19,7;
2022-04-29;,2;20,5;
2022-04-30;,2;19,3;
2022-05-01;0;20;
2022-05-02;,2;20;
2022-05-03;,4;19,9;
2022-05-04;0;20,6;
